learner_id,employee_id,full_name,email,role,department,region,manager_id,employment_status,role_requires_certification,hire_date,source_system
L04099,E04099,Learner 04099,learner04099@example.com,Implementation Consultant,Professional Services,LATAM,M033,Inactive,False,2023-10-07,HRIS
L04100,E04100,Learner 04100,learner04100@example.com,Sales Engineer,Sales,APAC,M017,Active,True,2024-11-03,HRIS
L04101,E04101,Learner 04101,learner04101@example.com,Sales Engineer,Sales,LATAM,M013,Active,True,2025-03-06,HRIS
L04102,E04102,Learner 04102,learner04102@example.com,Learning Program Manager,Learning and Development,LATAM,M016,Active,True,2023-11-17,HRIS
L04103,E04103,Learner 04103,learner04103@example.com,HR Business Partner,Human Resources,LATAM,M067,Active,True,2025-03-07,HRIS
L04104,E04104,Learner 04104,learner04104@example.com,Customer Success Manager,Customer Success,NA,M080,Active,True,2022-06-13,HRIS
L04105,E04105,Learner 04105,learner04105@example.com,Learning Program Manager,Learning and Development,EMEA,M055,Inactive,True,2023-04-14,HRIS
L04106,E04106,Learner 04106,learner04106@example.com,Customer Success Manager,Customer Success,EMEA,M001,Active,True,2023-06-03,HRIS
L04107,E04107,Learner 04107,learner04107@example.com,Implementation Consultant,Professional Services,APAC,M027,Active,True,2025-07-09,HRIS
L04108,E04108,Learner 04108,learner04108@example.com,Support Specialist,Support,EMEA,M049,Active,True,2026-04-29,HRIS
L04109,E04109,Learner 04109,learner04109@example.com,Learning Program Manager,Learning and Development,EMEA,M020,Active,True,2023-11-13,HRIS
L04110,E04110,Learner 04110,learner04110@example.com,Product Manager,Product,EMEA,M038,Active,True,2023-09-30,HRIS
L04111,E04111,Learner 04111,learner04111@example.com,Sales Engineer,Sales,APAC,M073,Active,True,2025-08-25,HRIS
L04112,E04112,Learner 04112,learner04112@example.com,Support Specialist,Support,NA,M031,Active,True,2025-04-10,HRIS
L04113,E04113,Learner 04113,learner04113@example.com,Sales Engineer,Sales,EMEA,M033,Active,True,2021-08-21,HRIS
L04114,E04114,Learner 04114,learner04114@example.com,Product Manager,Product,NA,M057,Active,True,2023-07-01,HRIS
L04115,E04115,Learner 04115,learner04115@example.com,Support Specialist,Support,EMEA,M050,Active,True,2022-01-20,HRIS
L04116,E04116,Learner 04116,learner04116@example.com,Customer Success Manager,Customer Success,EMEA,M047,Active,True,2023-01-11,HRIS
L04117,E04117,Learner 04117,learner04117@example.com,Implementation Consultant,Professional Services,APAC,M025,Active,True,2025-08-11,HRIS
L04118,E04118,Learner 04118,learner04118@example.com,Product Manager,Product,LATAM,M047,Active,True,2025-02-18,HRIS
L04119,E04119,Learner 04119,learner04119@example.com,Sales Engineer,Sales,EMEA,M020,Active,True,2022-09-26,HRIS
L04120,E04120,Learner 04120,learner04120@example.com,Sales Engineer,Sales,LATAM,M073,Active,True,2026-03-03,HRIS
L04121,E04121,Learner 04121,learner04121@example.com,Implementation Consultant,Professional Services,EMEA,M029,Active,True,2024-11-14,HRIS
L04122,E04122,Learner 04122,learner04122@example.com,HR Business Partner,Human Resources,NA,M021,Active,True,2024-02-22,HRIS
L04123,E04123,Learner 04123,learner04123@example.com,Support Specialist,Support,EMEA,M038,Inactive,True,2025-06-03,HRIS
L04124,E04124,Learner 04124,learner04124@example.com,Sales Engineer,Sales,LATAM,M049,Active,True,2023-07-19,HRIS
L04125,E04125,Learner 04125,learner04125@example.com,Security Analyst,Security,APAC,M022,Active,True,2024-10-25,HRIS
L04126,E04126,Learner 04126,learner04126@example.com,Product Manager,Product,NA,M034,Active,True,2026-01-31,HRIS
L04127,E04127,Learner 04127,learner04127@example.com,Implementation Consultant,Professional Services,NA,M078,Active,False,2026-01-13,HRIS
L04128,E04128,Learner 04128,learner04128@example.com,HR Business Partner,Human Resources,APAC,M003,Active,True,2023-05-03,HRIS
L04129,E04129,Learner 04129,learner04129@example.com,Support Specialist,Support,APAC,M012,Active,True,2021-09-30,HRIS
L04130,E04130,Learner 04130,learner04130@example.com,Sales Engineer,Sales,NA,M021,Active,True,2024-11-20,HRIS
L04131,E04131,Learner 04131,learner04131@example.com,Customer Success Manager,Customer Success,EMEA,M047,Active,True,2022-09-04,HRIS
L04132,E04132,Learner 04132,learner04132@example.com,Support Specialist,Support,APAC,M029,Active,True,2023-11-08,HRIS
L04133,E04133,Learner 04133,learner04133@example.com,Sales Engineer,Sales,NA,M028,Active,True,2021-09-13,HRIS
L04134,E04134,Learner 04134,learner04134@example.com,Security Analyst,Security,LATAM,M065,Active,True,2024-07-15,HRIS
L04135,E04135,Learner 04135,learner04135@example.com,Sales Engineer,Sales,APAC,M040,Active,True,2022-09-12,HRIS
L04136,E04136,Learner 04136,learner04136@example.com,Implementation Consultant,Professional Services,APAC,M008,Active,True,2025-11-29,HRIS
L04137,E04137,Learner 04137,learner04137@example.com,Product Manager,Product,EMEA,M077,Active,True,2021-11-09,HRIS
L04138,E04138,Learner 04138,learner04138@example.com,Implementation Consultant,Professional Services,EMEA,M002,Active,True,2023-03-21,HRIS
L04139,E04139,Learner 04139,learner04139@example.com,Sales Engineer,Sales,EMEA,M031,Active,True,2022-12-27,HRIS
L04140,E04140,Learner 04140,learner04140@example.com,Customer Success Manager,Customer Success,LATAM,M061,Active,True,2021-10-26,HRIS
L04141,E04141,Learner 04141,learner04141@example.com,HR Business Partner,Human Resources,LATAM,M028,Active,True,2022-10-02,HRIS
L04142,E04142,Learner 04142,learner04142@example.com,Product Manager,Product,LATAM,M041,Active,True,2024-11-30,HRIS
L04143,E04143,Learner 04143,learner04143@example.com,Implementation Consultant,Professional Services,NA,M075,Active,True,2022-05-01,HRIS
L04144,E04144,Learner 04144,learner04144@example.com,Customer Success Manager,Customer Success,EMEA,M009,Active,True,2024-04-21,HRIS
L04145,E04145,Learner 04145,learner04145@example.com,Security Analyst,Security,EMEA,M062,Active,False,2023-10-22,HRIS
L04146,E04146,Learner 04146,learner04146@example.com,Learning Program Manager,Learning and Development,LATAM,M064,Active,False,2025-08-03,HRIS
L04147,E04147,Learner 04147,learner04147@example.com,Sales Engineer,Sales,APAC,M058,Active,True,2025-10-11,HRIS
L04148,E04148,Learner 04148,learner04148@example.com,Customer Success Manager,Customer Success,NA,M012,Active,True,2024-07-24,HRIS
L04149,E04149,Learner 04149,learner04149@example.com,Security Analyst,Security,NA,M015,Active,True,2025-01-11,HRIS
L04150,E04150,Learner 04150,learner04150@example.com,Customer Success Manager,Customer Success,LATAM,M043,Active,True,2025-08-20,HRIS
L04151,E04151,Learner 04151,learner04151@example.com,Sales Engineer,Sales,LATAM,M076,Active,True,2023-02-01,HRIS
L04152,E04152,Learner 04152,learner04152@example.com,Support Specialist,Support,EMEA,M043,Active,True,2024-02-21,HRIS
L04153,E04153,Learner 04153,learner04153@example.com,HR Business Partner,Human Resources,APAC,M036,Active,True,2025-02-17,HRIS
L04154,E04154,Learner 04154,learner04154@example.com,HR Business Partner,Human Resources,APAC,M001,Active,True,2023-06-08,HRIS
L04155,E04155,Learner 04155,learner04155@example.com,HR Business Partner,Human Resources,LATAM,M051,Active,True,2022-11-30,HRIS
L04156,E04156,Learner 04156,learner04156@example.com,Implementation Consultant,Professional Services,LATAM,M037,Active,True,2022-07-28,HRIS
L04157,E04157,Learner 04157,learner04157@example.com,Customer Success Manager,Customer Success,NA,M076,Active,True,2023-12-06,HRIS
L04158,E04158,Learner 04158,learner04158@example.com,Customer Success Manager,Customer Success,LATAM,M070,Active,True,2024-10-01,HRIS
L04159,E04159,Learner 04159,learner04159@example.com,Sales Engineer,Sales,EMEA,M009,Active,True,2025-01-13,HRIS
L04160,E04160,Learner 04160,learner04160@example.com,Product Manager,Product,APAC,M004,Active,True,2022-08-19,HRIS
L04161,E04161,Learner 04161,learner04161@example.com,Implementation Consultant,Professional Services,EMEA,M018,Active,True,2025-11-09,HRIS
L04162,E04162,Learner 04162,learner04162@example.com,Customer Success Manager,Customer Success,APAC,M040,Active,True,2022-12-31,HRIS
L04163,E04163,Learner 04163,learner04163@example.com,Security Analyst,Security,APAC,M070,Active,True,2021-07-12,HRIS
L04164,E04164,Learner 04164,learner04164@example.com,Support Specialist,Support,APAC,M060,Active,True,2023-01-08,HRIS
L04165,E04165,Learner 04165,learner04165@example.com,Product Manager,Product,EMEA,M040,Active,True,2023-05-05,HRIS
L04166,E04166,Learner 04166,learner04166@example.com,Product Manager,Product,EMEA,M061,Active,True,2021-08-17,HRIS
L04167,E04167,Learner 04167,learner04167@example.com,Security Analyst,Security,EMEA,M049,Active,True,2025-08-15,HRIS
L04168,E04168,Learner 04168,learner04168@example.com,Implementation Consultant,Professional Services,LATAM,M044,Active,False,2024-08-31,HRIS
L04169,E04169,Learner 04169,learner04169@example.com,Security Analyst,Security,APAC,M007,Active,True,2025-07-04,HRIS
L04170,E04170,Learner 04170,learner04170@example.com,Customer Success Manager,Customer Success,NA,M029,Active,True,2023-06-10,HRIS
L04171,E04171,Learner 04171,learner04171@example.com,Sales Engineer,Sales,APAC,M066,Active,True,2023-10-29,HRIS
L04172,E04172,Learner 04172,learner04172@example.com,Security Analyst,Security,APAC,M046,Active,True,2026-01-16,HRIS
L04173,E04173,Learner 04173,learner04173@example.com,Product Manager,Product,LATAM,M040,Active,False,2024-05-09,HRIS
L04174,E04174,Learner 04174,learner04174@example.com,Sales Engineer,Sales,APAC,M011,Active,True,2021-08-08,HRIS
L04175,E04175,Learner 04175,learner04175@example.com,Implementation Consultant,Professional Services,LATAM,M064,Active,True,2024-05-23,HRIS
L04176,E04176,Learner 04176,learner04176@example.com,Product Manager,Product,APAC,M012,Active,True,2021-06-30,HRIS
L04177,E04177,Learner 04177,learner04177@example.com,HR Business Partner,Human Resources,NA,M041,Active,True,2021-10-21,HRIS
L04178,E04178,Learner 04178,learner04178@example.com,Sales Engineer,Sales,LATAM,M006,Active,True,2023-02-04,HRIS
L04179,E04179,Learner 04179,learner04179@example.com,Implementation Consultant,Professional Services,EMEA,M019,Active,True,2023-01-28,HRIS
L04180,E04180,Learner 04180,learner04180@example.com,Product Manager,Product,APAC,M041,Active,True,2025-01-31,HRIS
L04181,E04181,Learner 04181,learner04181@example.com,Implementation Consultant,Professional Services,NA,M042,Active,True,2021-09-30,HRIS
L04182,E04182,Learner 04182,learner04182@example.com,Customer Success Manager,Customer Success,APAC,M056,Active,True,2021-09-08,HRIS
L04183,E04183,Learner 04183,learner04183@example.com,Customer Success Manager,Customer Success,NA,M047,Active,True,2022-07-04,HRIS
L04184,E04184,Learner 04184,learner04184@example.com,Support Specialist,Support,LATAM,M066,Active,True,2025-11-27,HRIS
L04185,E04185,Learner 04185,learner04185@example.com,Sales Engineer,Sales,APAC,M075,Active,True,2024-09-10,HRIS
L04186,E04186,Learner 04186,learner04186@example.com,Learning Program Manager,Learning and Development,LATAM,M079,Active,True,2025-03-26,HRIS
L04187,E04187,Learner 04187,learner04187@example.com,Product Manager,Product,LATAM,M017,Inactive,True,2021-09-05,HRIS
L04188,E04188,Learner 04188,learner04188@example.com,Learning Program Manager,Learning and Development,APAC,M047,Active,True,2022-09-01,HRIS
L04189,E04189,Learner 04189,learner04189@example.com,Support Specialist,Support,LATAM,M003,Active,True,2022-04-06,HRIS
L04190,E04190,Learner 04190,learner04190@example.com,Implementation Consultant,Professional Services,LATAM,M074,Active,True,2022-11-15,HRIS
L04191,E04191,Learner 04191,learner04191@example.com,Customer Success Manager,Customer Success,NA,M011,Active,False,2026-01-25,HRIS
L04192,E04192,Learner 04192,learner04192@example.com,Support Specialist,Support,APAC,M057,Active,True,2022-06-12,HRIS
L04193,E04193,Learner 04193,learner04193@example.com,Product Manager,Product,EMEA,M018,Active,True,2023-03-18,HRIS
L04194,E04194,Learner 04194,learner04194@example.com,Customer Success Manager,Customer Success,LATAM,M018,Active,True,2021-09-06,HRIS
L04195,E04195,Learner 04195,learner04195@example.com,Customer Success Manager,Customer Success,NA,M029,Active,True,2025-02-24,HRIS
L04196,E04196,Learner 04196,learner04196@example.com,Learning Program Manager,Learning and Development,NA,M031,Inactive,True,2023-07-22,HRIS
L04197,E04197,Learner 04197,learner04197@example.com,Sales Engineer,Sales,NA,M070,Active,True,2021-12-25,HRIS
L04198,E04198,Learner 04198,learner04198@example.com,Security Analyst,Security,NA,M009,Active,True,2024-07-24,HRIS
L04199,E04199,Learner 04199,learner04199@example.com,Security Analyst,Security,APAC,M003,Active,True,2022-10-12,HRIS
L04200,E04200,Learner 04200,learner04200@example.com,Security Analyst,Security,APAC,M077,Active,True,2023-10-06,HRIS
L04201,E04201,Learner 04201,learner04201@example.com,Implementation Consultant,Professional Services,NA,M007,Active,True,2023-07-26,HRIS
L04202,E04202,Learner 04202,learner04202@example.com,Support Specialist,Support,APAC,M046,Active,True,2023-07-29,HRIS
L04203,E04203,Learner 04203,learner04203@example.com,Product Manager,Product,LATAM,M022,Active,True,2025-10-13,HRIS
L04204,E04204,Learner 04204,learner04204@example.com,HR Business Partner,Human Resources,APAC,M073,Active,True,2026-02-14,HRIS
L04205,E04205,Learner 04205,learner04205@example.com,Implementation Consultant,Professional Services,APAC,M007,Active,True,2026-04-17,HRIS
L04206,E04206,Learner 04206,learner04206@example.com,Sales Engineer,Sales,APAC,M040,Active,True,2021-10-16,HRIS
L04207,E04207,Learner 04207,learner04207@example.com,Implementation Consultant,Professional Services,LATAM,M008,Inactive,True,2022-09-12,HRIS
L04208,E04208,Learner 04208,learner04208@example.com,Sales Engineer,Sales,NA,M014,Active,True,2023-09-24,HRIS
L04209,E04209,Learner 04209,learner04209@example.com,Support Specialist,Support,LATAM,M056,Active,True,2023-11-07,HRIS
L04210,E04210,Learner 04210,learner04210@example.com,Sales Engineer,Sales,NA,M045,Active,True,2023-02-09,HRIS
L04211,E04211,Learner 04211,learner04211@example.com,Security Analyst,Security,EMEA,M011,Active,True,2023-04-21,HRIS
L04212,E04212,Learner 04212,learner04212@example.com,Security Analyst,Security,EMEA,M003,Active,False,2023-12-20,HRIS
L04213,E04213,Learner 04213,learner04213@example.com,Support Specialist,Support,APAC,M018,Active,True,2022-12-31,HRIS
L04214,E04214,Learner 04214,learner04214@example.com,Sales Engineer,Sales,LATAM,M063,Active,True,2025-06-02,HRIS
L04215,E04215,Learner 04215,learner04215@example.com,Learning Program Manager,Learning and Development,NA,M045,Active,True,2024-03-03,HRIS
L04216,E04216,Learner 04216,learner04216@example.com,Customer Success Manager,Customer Success,LATAM,M070,Active,False,2025-02-23,HRIS
L04217,E04217,Learner 04217,learner04217@example.com,HR Business Partner,Human Resources,EMEA,M050,Active,True,2022-10-03,HRIS
L04218,E04218,Learner 04218,learner04218@example.com,Implementation Consultant,Professional Services,APAC,M051,Active,True,2024-01-07,HRIS
L04219,E04219,Learner 04219,learner04219@example.com,Learning Program Manager,Learning and Development,LATAM,M058,Active,False,2025-06-11,HRIS
L04220,E04220,Learner 04220,learner04220@example.com,Implementation Consultant,Professional Services,APAC,M050,Active,True,2026-01-06,HRIS
L04221,E04221,Learner 04221,learner04221@example.com,Security Analyst,Security,EMEA,M021,Active,True,2024-02-20,HRIS
L04222,E04222,Learner 04222,learner04222@example.com,Implementation Consultant,Professional Services,LATAM,M013,Inactive,True,2025-07-07,HRIS
L04223,E04223,Learner 04223,learner04223@example.com,Learning Program Manager,Learning and Development,NA,M030,Active,True,2023-11-16,HRIS
L04224,E04224,Learner 04224,learner04224@example.com,Security Analyst,Security,LATAM,M057,Inactive,True,2026-03-07,HRIS
L04225,E04225,Learner 04225,learner04225@example.com,Sales Engineer,Sales,LATAM,M080,Active,True,2026-03-22,HRIS
L04226,E04226,Learner 04226,learner04226@example.com,HR Business Partner,Human Resources,APAC,M047,Active,True,2023-02-08,HRIS
L04227,E04227,Learner 04227,learner04227@example.com,Product Manager,Product,NA,M071,Active,False,2023-06-29,HRIS
L04228,E04228,Learner 04228,learner04228@example.com,Learning Program Manager,Learning and Development,APAC,M039,Active,True,2025-05-08,HRIS
L04229,E04229,Learner 04229,learner04229@example.com,HR Business Partner,Human Resources,NA,M059,Active,True,2025-10-27,HRIS
L04230,E04230,Learner 04230,learner04230@example.com,Learning Program Manager,Learning and Development,NA,M001,Active,True,2025-12-24,HRIS
L04231,E04231,Learner 04231,learner04231@example.com,Sales Engineer,Sales,NA,M009,Active,True,2024-03-18,HRIS
L04232,E04232,Learner 04232,learner04232@example.com,Security Analyst,Security,APAC,M046,Active,True,2025-12-05,HRIS
L04233,E04233,Learner 04233,learner04233@example.com,Learning Program Manager,Learning and Development,EMEA,M014,Active,True,2026-01-06,HRIS
L04234,E04234,Learner 04234,learner04234@example.com,Learning Program Manager,Learning and Development,APAC,M027,Active,True,2023-01-01,HRIS
L04235,E04235,Learner 04235,learner04235@example.com,Learning Program Manager,Learning and Development,LATAM,M011,Active,True,2023-05-03,HRIS
L04236,E04236,Learner 04236,learner04236@example.com,Product Manager,Product,LATAM,M054,Active,True,2023-07-18,HRIS
L04237,E04237,Learner 04237,learner04237@example.com,Learning Program Manager,Learning and Development,LATAM,M032,Active,True,2025-05-30,HRIS
L04238,E04238,Learner 04238,learner04238@example.com,Support Specialist,Support,LATAM,M003,Active,True,2022-09-04,HRIS
L04239,E04239,Learner 04239,learner04239@example.com,Product Manager,Product,LATAM,M012,Active,True,2021-12-08,HRIS
L04240,E04240,Learner 04240,learner04240@example.com,Sales Engineer,Sales,APAC,M032,Active,True,2023-07-16,HRIS
L04241,E04241,Learner 04241,learner04241@example.com,Implementation Consultant,Professional Services,APAC,M051,Active,True,2021-08-27,HRIS
L04242,E04242,Learner 04242,learner04242@example.com,Product Manager,Product,APAC,M032,Active,True,2024-09-13,HRIS
L04243,E04243,Learner 04243,learner04243@example.com,Learning Program Manager,Learning and Development,LATAM,M007,Active,True,2022-07-21,HRIS
L04244,E04244,Learner 04244,learner04244@example.com,Security Analyst,Security,APAC,M024,Active,True,2023-06-17,HRIS
L04245,E04245,Learner 04245,learner04245@example.com,Product Manager,Product,EMEA,M024,Active,True,2021-07-09,HRIS
L04246,E04246,Learner 04246,learner04246@example.com,HR Business Partner,Human Resources,LATAM,M077,Active,True,2025-10-23,HRIS
L04247,E04247,Learner 04247,learner04247@example.com,Support Specialist,Support,NA,M020,Active,True,2021-08-30,HRIS
L04248,E04248,Learner 04248,learner04248@example.com,Security Analyst,Security,EMEA,M057,Active,True,2023-08-06,HRIS
L04249,E04249,Learner 04249,learner04249@example.com,HR Business Partner,Human Resources,EMEA,M068,Active,True,2025-01-17,HRIS
L04250,E04250,Learner 04250,learner04250@example.com,HR Business Partner,Human Resources,APAC,M065,Active,True,2024-08-12,HRIS
L04251,E04251,Learner 04251,learner04251@example.com,HR Business Partner,Human Resources,EMEA,M076,Active,True,2025-03-03,HRIS
L04252,E04252,Learner 04252,learner04252@example.com,Learning Program Manager,Learning and Development,LATAM,M007,Active,False,2022-02-25,HRIS
L04253,E04253,Learner 04253,learner04253@example.com,Support Specialist,Support,NA,M033,Active,True,2024-04-13,HRIS
L04254,E04254,Learner 04254,learner04254@example.com,Product Manager,Product,LATAM,M029,Active,True,2022-12-17,HRIS
L04255,E04255,Learner 04255,learner04255@example.com,Learning Program Manager,Learning and Development,NA,M035,Active,True,2021-10-23,HRIS
L04256,E04256,Learner 04256,learner04256@example.com,Support Specialist,Support,APAC,M035,Active,True,2023-08-05,HRIS
L04257,E04257,Learner 04257,learner04257@example.com,Security Analyst,Security,EMEA,M024,Active,True,2022-10-12,HRIS
L04258,E04258,Learner 04258,learner04258@example.com,Product Manager,Product,LATAM,M017,Active,True,2025-10-05,HRIS
L04259,E04259,Learner 04259,learner04259@example.com,Product Manager,Product,NA,M053,Active,False,2024-11-13,HRIS
L04260,E04260,Learner 04260,learner04260@example.com,HR Business Partner,Human Resources,NA,M006,Active,True,2024-07-22,HRIS
L04261,E04261,Learner 04261,learner04261@example.com,Support Specialist,Support,EMEA,M020,Active,True,2024-02-22,HRIS
L04262,E04262,Learner 04262,learner04262@example.com,Customer Success Manager,Customer Success,LATAM,M074,Active,True,2026-02-09,HRIS
L04263,E04263,Learner 04263,learner04263@example.com,Product Manager,Product,APAC,M077,Active,True,2022-10-18,HRIS
L04264,E04264,Learner 04264,learner04264@example.com,Customer Success Manager,Customer Success,APAC,M039,Active,False,2021-09-16,HRIS
L04265,E04265,Learner 04265,learner04265@example.com,Security Analyst,Security,LATAM,M006,Active,True,2022-05-31,HRIS
L04266,E04266,Learner 04266,learner04266@example.com,Sales Engineer,Sales,APAC,M001,Active,True,2025-04-29,HRIS
L04267,E04267,Learner 04267,learner04267@example.com,Product Manager,Product,LATAM,M034,Active,True,2025-07-01,HRIS
L04268,E04268,Learner 04268,learner04268@example.com,Customer Success Manager,Customer Success,APAC,M018,Active,True,2023-11-16,HRIS
L04269,E04269,Learner 04269,learner04269@example.com,Security Analyst,Security,EMEA,M075,Active,True,2023-11-19,HRIS
L04270,E04270,Learner 04270,learner04270@example.com,Security Analyst,Security,NA,M041,Active,True,2023-06-06,HRIS
L04271,E04271,Learner 04271,learner04271@example.com,Support Specialist,Support,NA,M055,Active,False,2025-07-05,HRIS
L04272,E04272,Learner 04272,learner04272@example.com,HR Business Partner,Human Resources,LATAM,M026,Active,True,2022-10-23,HRIS
L04273,E04273,Learner 04273,learner04273@example.com,Product Manager,Product,APAC,M006,Active,True,2025-11-23,HRIS
L04274,E04274,Learner 04274,learner04274@example.com,Implementation Consultant,Professional Services,APAC,M034,Active,True,2021-11-15,HRIS
L04275,E04275,Learner 04275,learner04275@example.com,Security Analyst,Security,LATAM,M002,Active,True,2024-09-08,HRIS
L04276,E04276,Learner 04276,learner04276@example.com,Product Manager,Product,APAC,M047,Active,True,2024-04-09,HRIS
L04277,E04277,Learner 04277,learner04277@example.com,Security Analyst,Security,NA,M016,Inactive,True,2021-09-15,HRIS
L04278,E04278,Learner 04278,learner04278@example.com,HR Business Partner,Human Resources,NA,M059,Active,True,2023-08-25,HRIS
L04279,E04279,Learner 04279,learner04279@example.com,Sales Engineer,Sales,APAC,M055,Active,True,2024-03-23,HRIS
L04280,E04280,Learner 04280,learner04280@example.com,Support Specialist,Support,APAC,M066,Active,True,2021-10-27,HRIS
L04281,E04281,Learner 04281,learner04281@example.com,Learning Program Manager,Learning and Development,APAC,M050,Active,True,2022-06-28,HRIS
L04282,E04282,Learner 04282,learner04282@example.com,Product Manager,Product,LATAM,M070,Active,True,2023-07-20,HRIS
L04283,E04283,Learner 04283,learner04283@example.com,Sales Engineer,Sales,EMEA,M058,Active,True,2021-10-29,HRIS
L04284,E04284,Learner 04284,learner04284@example.com,HR Business Partner,Human Resources,LATAM,M019,Active,True,2026-03-31,HRIS
L04285,E04285,Learner 04285,learner04285@example.com,Support Specialist,Support,LATAM,M049,Active,True,2025-09-28,HRIS
L04286,E04286,Learner 04286,learner04286@example.com,Learning Program Manager,Learning and Development,EMEA,M068,Active,True,2023-12-31,HRIS
L04287,E04287,Learner 04287,learner04287@example.com,Customer Success Manager,Customer Success,EMEA,M004,Inactive,True,2023-09-19,HRIS
L04288,E04288,Learner 04288,learner04288@example.com,HR Business Partner,Human Resources,EMEA,M070,Inactive,True,2026-04-27,HRIS
L04289,E04289,Learner 04289,learner04289@example.com,Sales Engineer,Sales,EMEA,M077,Active,True,2025-07-13,HRIS
L04290,E04290,Learner 04290,learner04290@example.com,Learning Program Manager,Learning and Development,NA,M057,Active,True,2021-08-14,HRIS
L04291,E04291,Learner 04291,learner04291@example.com,Product Manager,Product,NA,M063,Active,True,2022-01-14,HRIS
L04292,E04292,Learner 04292,learner04292@example.com,Product Manager,Product,LATAM,M013,Active,True,2023-09-17,HRIS
L04293,E04293,Learner 04293,learner04293@example.com,Customer Success Manager,Customer Success,EMEA,M066,Active,True,2024-12-31,HRIS
L04294,E04294,Learner 04294,learner04294@example.com,Learning Program Manager,Learning and Development,NA,M046,Active,True,2024-03-07,HRIS
L04295,E04295,Learner 04295,learner04295@example.com,Customer Success Manager,Customer Success,LATAM,M024,Active,True,2022-11-24,HRIS
L04296,E04296,Learner 04296,learner04296@example.com,Implementation Consultant,Professional Services,APAC,M065,Active,True,2021-09-11,HRIS
L04297,E04297,Learner 04297,learner04297@example.com,Implementation Consultant,Professional Services,NA,M019,Active,True,2022-03-25,HRIS
L04298,E04298,Learner 04298,learner04298@example.com,HR Business Partner,Human Resources,EMEA,M039,Active,True,2023-03-24,HRIS
L04299,E04299,Learner 04299,learner04299@example.com,HR Business Partner,Human Resources,APAC,M061,Active,True,2026-02-21,HRIS
L04300,E04300,Learner 04300,learner04300@example.com,Security Analyst,Security,EMEA,M040,Active,True,2022-01-12,HRIS
L04301,E04301,Learner 04301,learner04301@example.com,Product Manager,Product,APAC,M057,Active,True,2024-02-06,HRIS
L04302,E04302,Learner 04302,learner04302@example.com,Sales Engineer,Sales,NA,M062,Active,True,2022-11-08,HRIS
L04303,E04303,Learner 04303,learner04303@example.com,Sales Engineer,Sales,EMEA,M016,Active,True,2024-09-10,HRIS
L04304,E04304,Learner 04304,learner04304@example.com,Learning Program Manager,Learning and Development,LATAM,M056,Active,True,2024-06-06,HRIS
L04305,E04305,Learner 04305,learner04305@example.com,Implementation Consultant,Professional Services,NA,M032,Active,True,2023-05-20,HRIS
L04306,E04306,Learner 04306,learner04306@example.com,Support Specialist,Support,NA,M022,Active,True,2022-06-25,HRIS
L04307,E04307,Learner 04307,learner04307@example.com,Customer Success Manager,Customer Success,APAC,M034,Active,True,2024-11-28,HRIS
L04308,E04308,Learner 04308,learner04308@example.com,Product Manager,Product,APAC,M020,Inactive,True,2025-08-07,HRIS
L04309,E04309,Learner 04309,learner04309@example.com,Implementation Consultant,Professional Services,EMEA,M012,Active,False,2026-02-15,HRIS
L04310,E04310,Learner 04310,learner04310@example.com,Implementation Consultant,Professional Services,NA,M039,Active,True,2021-08-12,HRIS
L04311,E04311,Learner 04311,learner04311@example.com,Sales Engineer,Sales,LATAM,M063,Active,True,2023-01-27,HRIS
L04312,E04312,Learner 04312,learner04312@example.com,HR Business Partner,Human Resources,LATAM,M047,Active,True,2022-02-15,HRIS
L04313,E04313,Learner 04313,learner04313@example.com,Support Specialist,Support,EMEA,M079,Active,True,2023-10-31,HRIS
L04314,E04314,Learner 04314,learner04314@example.com,HR Business Partner,Human Resources,NA,M079,Active,True,2025-07-24,HRIS
L04315,E04315,Learner 04315,learner04315@example.com,Sales Engineer,Sales,EMEA,M002,Active,True,2023-02-04,HRIS
L04316,E04316,Learner 04316,learner04316@example.com,Security Analyst,Security,LATAM,M050,Active,False,2024-10-03,HRIS
L04317,E04317,Learner 04317,learner04317@example.com,Implementation Consultant,Professional Services,APAC,M060,Active,True,2026-01-29,HRIS
L04318,E04318,Learner 04318,learner04318@example.com,Implementation Consultant,Professional Services,LATAM,M055,Active,True,2025-05-14,HRIS
L04319,E04319,Learner 04319,learner04319@example.com,Sales Engineer,Sales,NA,M021,Active,True,2025-09-28,HRIS
L04320,E04320,Learner 04320,learner04320@example.com,Customer Success Manager,Customer Success,EMEA,M066,Active,True,2023-08-20,HRIS
L04321,E04321,Learner 04321,learner04321@example.com,HR Business Partner,Human Resources,EMEA,M065,Active,True,2025-01-20,HRIS
L04322,E04322,Learner 04322,learner04322@example.com,Implementation Consultant,Professional Services,APAC,M057,Active,True,2025-04-25,HRIS
L04323,E04323,Learner 04323,learner04323@example.com,HR Business Partner,Human Resources,NA,M074,Inactive,True,2024-09-04,HRIS
L04324,E04324,Learner 04324,learner04324@example.com,HR Business Partner,Human Resources,NA,M009,Active,True,2026-02-14,HRIS
L04325,E04325,Learner 04325,learner04325@example.com,Security Analyst,Security,EMEA,M063,Inactive,True,2021-07-26,HRIS
L04326,E04326,Learner 04326,learner04326@example.com,Learning Program Manager,Learning and Development,NA,M074,Active,True,2026-03-26,HRIS
